,parcel_id,tax_total,fips,num_bedroom,num_bathroom,tax_delinquency_flag,area_living_finished_total,area_lot,pct_change
1831,11060153,215589,Los Angeles County,3,2,,1780,7175,2.815725304
1832,11060299,491807,Los Angeles County,3,2,,1822,7552,2.815725304
1833,11060345,317520,Los Angeles County,3,2,,1687,7502,2.815725304
1834,11060445,220350,Los Angeles County,3,3,,1896,7691,2.815725304
1835,11060545,91953,Los Angeles County,3,3,,1778,10218,2.815725304
1836,11061028,211234,Los Angeles County,3,2,,1470,8555,2.815725304
1837,11061151,62574,Los Angeles County,4,2,,1554,8235,2.815725304
1838,11061251,75916,Los Angeles County,3,2,,1744,7748,2.815725304
1839,11061635,62172,Los Angeles County,3,2,,1416,8835,2.815725304
1840,11061735,207389,Los Angeles County,4,2,,1833,7939,2.815725304
1841,11062086,478000,Los Angeles County,3,2,,1894,11222,2.815725304
1842,11062147,363765,Los Angeles County,3,2,,1374,7540,2.815725304
1843,11062239,420000,Los Angeles County,4,2,,1443,7744,2.815725304
1844,11063267,994200,Los Angeles County,5,5,,4203,16241,2.815725304
1845,11063390,182307,Los Angeles County,4,3,,2603,11466,2.815725304
1846,11063513,635897,Los Angeles County,5,5,,4004,18124,2.815725304
1847,11064126,247473,Los Angeles County,3,2,,1400,9492,2.815725304
1848,11064272,239127,Los Angeles County,3,2,,1790,7506,2.815725304
1849,11064640,350868,Los Angeles County,2,2,,1206,7912,2.815725304
1850,11064909,62988,Los Angeles County,3,2,,1630,8766,2.815725304
1851,11065009,322935,Los Angeles County,3,2,,1175,7475,2.815725304
1853,11071012,514000,Los Angeles County,4,2,,1681,8403,2.815725304
1854,11071288,495689,Los Angeles County,4,2,,1922,9009,2.815725304
1855,11071388,366711,Los Angeles County,4,3,,2901,19199,2.815725304
1856,11071511,706774,Los Angeles County,5,3,,3372,17827,2.815725304
1857,11071587,438985,Los Angeles County,5,4,,3557,15864,2.815725304
1858,11071687,546980,Los Angeles County,4,3,,2711,10457,2.815725304
1859,11071879,688000,Los Angeles County,5,3,,2627,11005,2.815725304
1860,11071979,551895,Los Angeles County,6,3,,2821,13009,2.815725304
1861,11072079,140690,Los Angeles County,4,3,,2167,12663,2.815725304
1862,11072102,383637,Los Angeles County,4,3,,2601,9188,2.815725304
1863,11072148,344753,Los Angeles County,4,3,,2107,11006,2.815725304
1864,11072486,352061,Los Angeles County,4,3,,2306,18997,2.815725304
1865,11072586,809953,Los Angeles County,5,3,,3446,17752,2.815725304
1866,11072808,529422,Los Angeles County,5,3,,2622,17974,2.815725304
1867,11073115,102765,Los Angeles County,4,2,,2100,17457,2.815725304
1868,11073553,395000,Los Angeles County,2,1,,903,5110,2.815725304
1869,11073745,294064,Los Angeles County,3,4,,2186,6993,2.815725304
1870,11074012,280750,Los Angeles County,4,2,,2172,11263,2.815725304
1871,11074112,116953,Los Angeles County,3,2,,1590,11078,2.815725304
1872,11074135,486688,Los Angeles County,3,2,,1870,12362,2.815725304
1873,11074235,472615,Los Angeles County,3,2,,1920,11006,2.815725304
1874,11074273,239050,Los Angeles County,3,3,,2044,11104,2.815725304
1875,11074373,504217,Los Angeles County,3,2,,1530,11176,2.815725304
1876,11074419,107666,Los Angeles County,4,2,,1983,19999,2.815725304
1877,11074542,100518,Los Angeles County,4,2,,1590,7503,2.815725304
1878,11074688,363021,Los Angeles County,4,2,,1734,10399,2.815725304
1879,11074995,396676,Los Angeles County,4,3,,2168,11010,2.815725304
1880,11075141,624000,Los Angeles County,3,2,,2119,11044,2.815725304
1881,11075241,173358,Los Angeles County,4,3,,2458,11000,2.815725304
1882,11075364,554288,Los Angeles County,4,3,,2552,11721,2.815725304
1883,11075464,218148,Los Angeles County,4,3,,2277,8758,2.815725304
1884,11075533,119906,Los Angeles County,4,2,Y,2154,7655,2.815725304
1885,11075633,155768,Los Angeles County,5,3,,2576,9411,2.815725304
1886,11075733,710387,Los Angeles County,5,3,,2501,10089,2.815725304
1887,11075956,453704,Los Angeles County,4,2,,2154,7607,2.815725304
1888,11076056,450920,Los Angeles County,3,2,,1470,7513,2.815725304
1889,11076340,335788,Los Angeles County,4,2,,1928,7725,2.815725304
1891,11078607,456534,Los Angeles County,5,3,,2529,11241,2.815725304
1892,11078707,594082,Los Angeles County,4,4,,2911,11119,2.815725304
1894,11078999,476421,Los Angeles County,3,3,,2212,17416,2.815725304
1895,11079099,192293,Los Angeles County,4,3,,2417,11035,2.815725304
1896,11079222,530323,Los Angeles County,4,4,,3083,17482,2.815725304
1897,11079404,1130100,Los Angeles County,4,5,,4066,26590,2.815725304
1898,11079628,237553,Los Angeles County,3,2,,1812,7500,2.815725304
1900,11080079,137247,Los Angeles County,3,3,,2618,12514,2.815725304
1902,11080832,670068,Los Angeles County,5,4,,3843,11024,2.815725304
1903,11081224,313048,Los Angeles County,4,2,,1631,6868,2.815725304
1904,11081324,154462,Los Angeles County,4,3,,2203,7113,2.815725304
1905,11081424,199734,Los Angeles County,4,2,,1631,7500,2.815725304
1906,11081816,573775,Los Angeles County,4,3,,2003,11913,2.815725304
1907,11083173,83823,Los Angeles County,1,1,,624,11704,2.815725304
1908,11083395,315534,Los Angeles County,2,2,,1042,7432,2.815725304
1909,11083418,249409,Los Angeles County,3,3,,2146,6304,2.815725304
1910,11083779,365877,Los Angeles County,4,4,,2973,7994,2.815725304
1911,11084129,606000,Los Angeles County,3,3,,2360,12284,2.815725304
1912,11084751,435458,Los Angeles County,4,2,,1626,7573,2.815725304
1913,11084851,254162,Los Angeles County,4,2,,1951,7554,2.815725304
1914,11085320,228046,Los Angeles County,5,3,,2641,5505,2.815725304
1915,11085489,460936,Los Angeles County,4,4,,2548,9042,2.815725304
1916,11087405,337410,Los Angeles County,3,2,,1198,8935,2.815725304
1917,11087581,408019,Los Angeles County,3,2,,1474,5299,2.815725304
1918,11087971,389867,Los Angeles County,4,2,,2272,9364,2.815725304
1919,11088220,168432,Los Angeles County,3,2,,1456,8399,2.815725304
1920,11088320,435457,Los Angeles County,3,2,,1582,7505,2.815725304
1921,11088680,130646,Los Angeles County,3,2,,1513,7598,2.815725304
1922,11089188,269526,Los Angeles County,4,3,,2568,16983,2.815725304
1923,11089678,710000,Los Angeles County,4,3,,2929,17006,2.815725304
1924,11089724,604479,Los Angeles County,4,3,,2820,13941,2.815725304
1925,11089747,375627,Los Angeles County,4,2,,2001,10724,2.815725304
1926,11089970,359299,Los Angeles County,4,3,,3118,7840,2.815725304
1927,11090070,524000,Los Angeles County,3,2,,2164,7504,2.815725304
1928,11090170,363506,Los Angeles County,4,2,,1420,7560,2.815725304
1929,11090439,209264,Los Angeles County,4,4,,3459,16557,2.815725304
1930,11090573,544709,Los Angeles County,6,4,,3989,15018,2.815725304
1931,11090887,591000,Los Angeles County,4,3,,2246,10999,2.815725304
1933,11091033,420627,Los Angeles County,3,3,,2362,8879,2.815725304
1934,11091402,420003,Los Angeles County,4,3,,2578,8120,2.815725304
1935,11091655,289611,Los Angeles County,3,2,,1694,8423,2.815725304
1936,11091839,226404,Los Angeles County,3,2,,1450,7874,2.815725304
1937,11091939,485000,Los Angeles County,3,2,,1470,7542,2.815725304
1938,11092131,248757,Los Angeles County,4,2,,1696,7837,2.815725304
1939,11092231,289729,Los Angeles County,3,2,,1696,8033,2.815725304
1940,11092277,399460,Los Angeles County,4,2,,1922,10002,2.815725304
1941,11092735,529865,Los Angeles County,4,3,,2883,16576,2.815725304
1942,11092981,450437,Los Angeles County,3,3,,2024,17598,2.815725304
1943,11093519,809953,Los Angeles County,3,3,,2375,17872,2.815725304
1944,11093542,343703,Los Angeles County,3,2,,2360,19485,2.815725304
1945,11093665,295638,Los Angeles County,2,2,,2003,15118,2.815725304
1946,11093964,214232,Los Angeles County,3,2,,2206,22601,2.815725304
1947,11094337,182117,Los Angeles County,3,1,,1150,6456,2.815725304
1948,11094375,203256,Los Angeles County,3,2,,1542,6300,2.815725304
1949,11094475,476330,Los Angeles County,3,1,,1151,6203,2.815725304
1950,11095471,90151,Los Angeles County,3,2,,1342,4983,2.815725304
1951,11096016,379595,Los Angeles County,5,2,,1701,10318,2.815725304
1952,11096116,208219,Los Angeles County,3,2,,1313,7502,2.815725304
1953,11096216,350807,Los Angeles County,3,2,,1453,7501,2.815725304
1954,11096826,223908,Los Angeles County,3,2,,1512,4999,2.815725304
1955,11096933,301140,Los Angeles County,4,2,,1600,7187,2.815725304
1956,11097033,257705,Los Angeles County,3,2,,1540,8154,2.815725304
1957,11097348,408000,Los Angeles County,4,2,,1479,8293,2.815725304
1958,11097471,349054,Los Angeles County,3,2,,1686,8396,2.815725304
1959,11097754,431000,Los Angeles County,3,2,,1320,6895,2.815725304
1960,11098246,301262,Los Angeles County,3,2,,1300,6901,2.815725304
1961,11098346,71552,Los Angeles County,3,2,,1650,8678,2.815725304
1962,11098468,231435,Los Angeles County,2,1,,936,5999,2.815725304
1963,11098568,49525,Los Angeles County,3,2,,1396,10088,2.815725304
1964,11099067,351893,Los Angeles County,3,2,,1377,7207,2.815725304
1965,11099313,251611,Los Angeles County,3,2,,1838,7199,2.815725304
1966,11099942,205113,Los Angeles County,3,2,,1780,7994,2.815725304
1967,11100305,380371,Los Angeles County,4,2,,1432,7530,2.815725304
1968,11100742,213386,Los Angeles County,3,2,,1580,8036,2.815725304
1969,11101155,91747,Los Angeles County,3,2,,1816,11329,2.815725304
1970,11101270,537919,Los Angeles County,4,3,,2718,7588,2.815725304
1971,11101392,86222,Los Angeles County,3,2,,1208,7726,2.815725304
1972,11101565,172358,Los Angeles County,3,2,,1504,8269,2.815725304
1973,11101764,325129,Los Angeles County,3,2,,1252,8468,2.815725304
1974,11102030,715894,Los Angeles County,5,4,,3789,18953,2.815725304
1975,11102414,439127,Los Angeles County,4,3,,2247,5530,2.815725304
1976,11102652,262615,Los Angeles County,3,2,,1177,7363,2.815725304
1977,11103244,411000,Los Angeles County,3,3,,1847,6953,2.815725304
1978,11103486,143629,Los Angeles County,3,2,,1120,7096,2.815725304
1979,11103586,281129,Los Angeles County,4,2,,1260,6772,2.815725304
1980,11103709,349055,Los Angeles County,4,2,,1144,6740,2.815725304
1981,11103832,378550,Los Angeles County,4,2,,1144,5946,2.815725304
1982,11103932,366400,Los Angeles County,3,2,,1080,5805,2.815725304
1983,11104055,58092,Los Angeles County,3,2,Y,1400,6471,2.815725304
1984,11104247,409837,Los Angeles County,5,3,,2117,6043,2.815725304
1985,11104605,365000,Los Angeles County,4,2,Y,1504,5871,2.815725304
1986,11104751,313528,Los Angeles County,3,2,Y,1320,6184,2.815725304
1987,11104851,182607,Los Angeles County,3,2,,1305,6440,2.815725304
1988,11105120,210870,Los Angeles County,3,2,,982,6197,2.815725304
1989,11105666,377100,Los Angeles County,3,2,Y,1111,8464,2.815725304
1990,11106688,84867,Los Angeles County,3,2,,1746,7707,2.815725304
1991,11106788,313530,Los Angeles County,3,2,,1418,6892,2.815725304
1992,11106888,61356,Los Angeles County,4,2,,1650,6545,2.815725304
1993,11107137,239808,Los Angeles County,4,2,,1440,5878,2.815725304
1994,11107429,73127,Los Angeles County,4,2,,1748,6025,2.815725304
1995,11107767,84873,Los Angeles County,4,2,,2160,8370,2.815725304
1996,11107890,102435,Los Angeles County,4,2,,1650,8387,2.815725304
1997,11108113,221195,Los Angeles County,4,2,,1243,15710,2.815725304
1998,11108482,149330,Los Angeles County,4,2,,1260,16405,2.815725304
1999,11108551,261172,Los Angeles County,4,2,,1815,9927,2.815725304
2000,11108651,502000,Los Angeles County,4,2,,1649,13153,2.815725304
2001,11108897,459143,Los Angeles County,4,3,,2212,6709,2.815725304
2002,11109043,428000,Los Angeles County,3,2,,1307,9299,2.815725304
2003,11109381,446653,Los Angeles County,4,3,,2072,11341,2.815725304
2004,11109481,505000,Los Angeles County,4,2,,1874,8470,2.815725304
2005,11109727,223568,Los Angeles County,4,2,,1726,6193,2.815725304
2006,11109796,338119,Los Angeles County,3,2,,1418,6599,2.815725304
2007,11109811,272916,Los Angeles County,3,2,,1566,7090,2.815725304
2008,11109834,63597,Los Angeles County,3,2,,1418,6663,2.815725304
2009,11110003,59312,Los Angeles County,4,2,,1650,6716,2.815725304
2010,11110103,248788,Los Angeles County,4,2,,1650,9265,2.815725304
2011,11110395,291962,Los Angeles County,3,2,,1471,6558,2.815725304
2012,11110541,317370,Los Angeles County,3,2,,1224,6777,2.815725304
2013,11111163,307160,Los Angeles County,4,2,,1382,7782,2.815725304
2014,11111263,313529,Los Angeles County,3,2,,1485,6790,2.815725304
2015,11111455,459000,Los Angeles County,4,2,Y,1624,9475,2.815725304
2016,11111999,760280,Los Angeles County,5,4,,3789,7564,2.815725304
2017,11117922,451088,Los Angeles County,4,3,,2060,5791,2.815725304
2018,11118045,301018,Los Angeles County,4,2,,1583,6879,2.815725304
2019,11118145,259892,Los Angeles County,4,2,,1868,8644,2.815725304
2020,11118245,67221,Los Angeles County,4,2,,1452,8536,2.815725304
2021,11119280,410414,Los Angeles County,5,3,,2253,6145,2.815725304
2022,11121661,167104,Los Angeles County,3,2,,1562,8985,2.815725304
2023,11121853,489292,Los Angeles County,4,3,,2970,10160,2.815725304
2024,11122245,294913,Los Angeles County,4,3,,2070,8954,2.815725304
2025,11122537,320730,Los Angeles County,3,3,,2152,8166,2.815725304
2026,11123075,567000,Los Angeles County,3,3,,1927,21955,2.815725304
2027,11123121,613000,Los Angeles County,4,3,,2730,18901,2.815725304
2029,11127140,427795,Los Angeles County,3,2,,2184,3085,2.815725304
2030,11127565,353538,Los Angeles County,3,3,,2003,9834,2.815725304
2031,11127788,215263,Los Angeles County,3,3,,2235,8073,2.815725304
2033,11128380,164107,Los Angeles County,5,3,,2509,13128,2.815725304
2034,11128480,164757,Los Angeles County,3,2,,2093,12201,2.815725304
2035,11128580,623022,Los Angeles County,4,3,,2365,9625,2.815725304
2036,11128695,803000,Los Angeles County,4,3,,2712,10912,2.815725304
2037,11128964,729000,Los Angeles County,4,3,,2732,8788,2.815725304
2038,11129064,673121,Los Angeles County,3,3,,2207,8936,2.815725304
2039,11130056,408200,Los Angeles County,3,2,,1263,7257,2.815725304
2040,11130194,484489,Los Angeles County,3,2,,1710,8979,2.815725304
2041,11132810,750035,Los Angeles County,3,3,,3379,9074,2.815725304
2042,11133678,365348,Los Angeles County,4,3,,2833,7696,2.815725304
2043,11134016,343162,Los Angeles County,3,3,,2149,8360,2.815725304
2045,11134924,696460,Los Angeles County,4,4,,3260,6104,2.815725304
2046,11137508,312149,Los Angeles County,4,2,,1903,7839,2.815725304
2047,11138020,414656,Los Angeles County,5,3,,2913,16579,2.815725304
2048,11138638,338518,Los Angeles County,4,3,,3370,6611,2.815725304
2051,11139943,781047,Los Angeles County,4,5,,4261,10997,2.815725304
2052,11140290,33200,Los Angeles County,2,1,,635,6247,2.815725304
2053,11141907,471588,Los Angeles County,4,3,,2798,16214,2.815725304
2054,11143975,282478,Los Angeles County,4,3,,1877,8017,2.815725304
2056,11146524,459018,Los Angeles County,4,3,,2234,11813,2.815725304
2057,11146670,61557,Los Angeles County,3,2,,1316,9180,2.815725304
2058,11146793,385000,Los Angeles County,3,2,Y,1316,7168,2.815725304
2059,11147039,316440,Los Angeles County,3,2,,2023,12952,2.815725304
2060,11147920,231984,Los Angeles County,3,2,,1479,13375,2.815725304
2061,11148316,483300,Los Angeles County,5,3,,2354,18005,2.815725304
2062,11148439,321526,Los Angeles County,4,3,,2008,26028,2.815725304
2063,11148785,524204,Los Angeles County,3,3,,1969,17834,2.815725304
2064,11148877,432111,Los Angeles County,4,3,,2507,5743,2.815725304
2068,11152584,69352,Los Angeles County,3,2,,1392,7812,2.815725304
2069,11152868,306136,Los Angeles County,4,3,,2139,5704,2.815725304
2070,11152914,335015,Los Angeles County,4,3,,2139,6839,2.815725304
2071,11153367,237803,Los Angeles County,4,3,,2016,11391,2.815725304
2072,11154372,417000,Los Angeles County,3,3,,1685,7398,2.815725304
2073,11156850,450000,Los Angeles County,3,2,,1942,6269,2.815725304
2074,11156918,223472,Los Angeles County,2,1,,738,5215,2.815725304
2075,11158014,287914,Los Angeles County,4,2,,1250,7300,2.815725304
2076,11158321,464843,Los Angeles County,4,3,,2379,9266,2.815725304
2077,11160045,922149,Los Angeles County,4,3,,3176,26187,2.815725304
2078,11160434,292012,Los Angeles County,3,2,,1226,8936,2.815725304
2079,11160557,330459,Los Angeles County,3,2,,1437,9156,2.815725304
2080,11160663,356000,Los Angeles County,3,1,,1085,6282,2.815725304
2081,11161024,302925,Los Angeles County,3,3,,1483,13437,2.815725304
2082,11161277,289985,Los Angeles County,3,2,,1156,7184,2.815725304
2083,11161400,386000,Los Angeles County,3,2,,1205,7363,2.815725304
2084,11161469,247622,Los Angeles County,2,2,,1111,28747,2.815725304
2085,11161569,263281,Los Angeles County,3,2,,1198,21010,2.815725304
2086,11162076,490000,Los Angeles County,3,3,,2464,6046,2.815725304
2087,11162656,533842,Los Angeles County,4,3,,2192,6570,2.815725304
2088,11162756,300240,Los Angeles County,5,3,,2336,5275,2.815725304
2089,11162794,281663,Los Angeles County,2,1,,856,2650,2.815725304
2090,11163418,394001,Los Angeles County,4,2,,2233,5706,2.815725304
2091,11163510,234854,Los Angeles County,2,2,,1225,4984,2.815725304
2092,11164047,229179,Los Angeles County,6,3,,2872,6230,2.815725304
2093,11164316,477000,Los Angeles County,4,2,,1817,6461,2.815725304
2094,11164416,288284,Los Angeles County,5,3,,2336,6383,2.815725304
2095,11164447,89504,Los Angeles County,5,3,,2336,6237,2.815725304
2096,11164746,586000,Los Angeles County,3,3,,2266,6195,2.815725304
2097,11164915,406100,Los Angeles County,3,2,,1128,4654,2.815725304
2098,11164938,510000,Los Angeles County,4,2,,1968,6435,2.815725304
2099,11165322,324709,Los Angeles County,4,2,,1938,6206,2.815725304
2100,11165445,446713,Los Angeles County,3,3,,2246,7494,2.815725304
2101,11165475,292732,Los Angeles County,4,2,,2286,10628,2.815725304
2102,11165559,70531,Los Angeles County,3,2,,1463,5626,2.815725304
2103,11165851,458000,Los Angeles County,2,2,,1426,5420,2.815725304
2104,11165997,339656,Los Angeles County,5,3,,2289,5326,2.815725304
2105,11166143,382946,Los Angeles County,3,2,,1426,5849,2.815725304
2106,11166673,200804,Los Angeles County,2,2,,1111,5943,2.815725304
2107,11168552,545685,Los Angeles County,3,3,,1701,5031,2.815725304
2108,11174467,241928,Los Angeles County,3,2,,1526,6138,2.815725304
